,userId,date,endInput,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,pmFatigue,caffeine,cAmount(ml),alcohol,aAmount(ml)
46,user02,2020-09-19,2020-09-20 22:58,4.0,0.0,2.0,3.0,3.0,4.0,4.0,2.0,,-1.0,soju,500.0
47,user02,2020-09-20,2020-09-21 8:15,4.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,,-1.0,,-1.0
48,user02,2020-09-21,2020-09-22 7:58,4.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,coffee,500.0,,-1.0
49,user02,2020-09-22,2020-09-23 7:48,3.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,coffee,500.0,beer,1000.0
50,user02,2020-09-23,2020-09-24 8:47,3.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,coffee,500.0,soju,1500.0
51,user02,2020-09-24,2020-09-25 22:12,3.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,coffee,1000.0,,-1.0
52,user02,2020-09-25,2020-09-26 9:57,4.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,coffee,1500.0,,-1.0
53,user02,2020-09-26,2020-09-27 11:04,4.0,0.0,2.0,4.0,3.0,4.0,4.0,2.0,,-1.0,soju,300.0
54,user03,2020-08-29,2020-08-30 13:10,4.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,,-1.0,beer,1000.0
55,user03,2020-08-30,2020-08-31 11:21,1.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,coffee,300.0,,-1.0
56,user03,2020-08-31,2020-09-01 13:36,1.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
57,user03,2020-09-01,2020-09-02 11:48,4.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,,-1.0,,-1.0
58,user03,2020-09-02,2020-09-03 11:22,2.0,7.0,1.0,2.0,2.0,4.0,5.0,2.0,,-1.0,beer,355.0
59,user03,2020-09-03,2020-09-04 11:48,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,,-1.0,beer,1000.0
60,user03,2020-09-04,2020-09-05 11:52,2.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,,-1.0,,-1.0
61,user03,2020-09-05,2020-09-06 15:21,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,,-1.0,,-1.0
62,user03,2020-09-06,2020-09-07 12:51,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,coffee,300.0,,-1.0
63,user03,2020-09-07,2020-09-08 13:54,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,,-1.0,,-1.0
64,user03,2020-09-08,2020-09-09 9:11,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,,-1.0,beer,1000.0
65,user03,2020-09-09,2020-09-10 11:38,4.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,,-1.0,,-1.0
66,user03,2020-09-10,2020-09-11 11:55,3.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0,,-1.0,beer,1500.0
67,user03,2020-09-11,2020-09-12 23:54,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,,-1.0,,-1.0
68,user03,2020-09-12,2020-09-13 11:47,1.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,,-1.0,beer,1000.0
69,user03,2020-09-13,2020-09-14 10:52,4.0,0.0,4.0,2.0,3.0,4.0,5.0,2.0,,-1.0,,-1.0
70,user03,2020-09-14,2020-09-15 10:59,4.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,coffee,600.0,,-1.0
71,user03,2020-09-15,2020-09-16 10:55,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,-1.0,beer,3000.0
72,user03,2020-09-16,2020-09-17 12:43,3.0,0.0,2.0,2.0,3.0,2.0,4.0,1.0,,-1.0,,-1.0
73,user03,2020-09-17,2020-09-18 11:54,3.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,,-1.0,,-1.0
74,user03,2020-09-18,2020-09-19 10:14,3.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,coffee,300.0,beer,20000.0
75,user03,2020-09-19,2020-09-20 11:55,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,coffee,500.0,beer,800.0
76,user03,2020-09-20,2020-09-21 11:39,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,coffee,400.0,,-1.0
77,user03,2020-09-21,2020-09-22 8:19,3.0,0.0,2.0,1.0,3.0,4.0,5.0,2.0,coffee,300.0,,-1.0
78,user03,2020-09-22,2020-09-23 8:12,4.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,coffee,400.0,,-1.0
79,user03,2020-09-23,2020-09-24 8:17,4.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,coffee,500.0,,-1.0
80,user03,2020-09-24,2020-09-25 11:57,4.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,coffee,400.0,,-1.0
81,user03,2020-09-25,2020-09-26 11:59,4.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,,-1.0,soju,450.0
82,user03,2020-09-26,2020-09-27 14:41,4.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,,-1.0,,-1.0
83,user04,2020-08-31,2020-09-01 7:15,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,,-1.0,,-1.0
84,user04,2020-09-01,2020-09-02 8:01,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,,-1.0,,-1.0
85,user04,2020-09-02,2020-09-03 7:36,2.0,7.0,1.0,3.0,3.0,4.0,3.0,4.0,,-1.0,,-1.0
86,user04,2020-09-03,2020-09-04 8:55,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,,-1.0,,-1.0
87,user04,2020-09-04,2020-09-05 8:13,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,-1.0,,-1.0
88,user04,2020-09-05,2020-09-06 8:20,4.0,0.0,2.0,4.0,5.0,4.0,5.0,2.0,,-1.0,,-1.0
89,user04,2020-09-06,2020-09-07 7:27,4.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,,-1.0,,-1.0
90,user04,2020-09-07,2020-09-08 8:56,1.0,9.0,4.0,2.0,3.0,4.0,3.0,4.0,,-1.0,,-1.0
91,user04,2020-09-08,2020-09-09 7:27,4.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,,-1.0,,-1.0
92,user04,2020-09-09,2020-09-10 7:49,4.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,,-1.0,,-1.0
93,user04,2020-09-10,2020-09-11 7:09,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,,-1.0,,-1.0
94,user04,2020-09-11,2020-09-12 6:18,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,,-1.0,,-1.0
95,user04,2020-09-12,2020-09-13 9:56,4.0,0.0,2.0,4.0,4.0,4.0,5.0,4.0,,-1.0,,-1.0
96,user04,2020-09-13,2020-09-14 7:09,2.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,coffee,200.0,,-1.0
97,user04,2020-09-14,2020-09-15 10:01,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,,-1.0,,-1.0
98,user04,2020-09-15,2020-09-16 8:07,2.0,0.0,2.0,2.0,3.0,4.0,1.0,1.0,,-1.0,,-1.0
99,user04,2020-09-16,2020-09-17 7:36,4.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,,-1.0,,-1.0
100,user04,2020-09-17,2020-09-18 8:00,4.0,0.0,2.0,4.0,4.0,3.0,1.0,3.0,,-1.0,,-1.0
101,user04,2020-09-18,2020-09-19 7:59,4.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,,-1.0,,-1.0
102,user04,2020-09-19,2020-09-20 10:50,2.0,7.0,1.0,2.0,2.0,4.0,5.0,5.0,,-1.0,,-1.0
103,user04,2020-09-20,2020-09-21 11:02,3.0,0.0,2.0,4.0,4.0,4.0,5.0,5.0,,-1.0,,-1.0
104,user04,2020-09-21,2020-09-22 7:18,4.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,,-1.0,,-1.0
105,user04,2020-09-22,2020-09-23 8:21,4.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,,-1.0,,-1.0
106,user04,2020-09-23,2020-09-24 7:31,3.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,,-1.0,,-1.0
107,user04,2020-09-24,2020-09-25 7:33,4.0,0.0,2.0,4.0,4.0,3.0,2.0,1.0,,-1.0,,-1.0
108,user04,2020-09-25,2020-09-26 9:23,4.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,,-1.0,,-1.0
109,user04,2020-09-26,2020-09-27 8:33,4.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,,-1.0,,-1.0
110,user05,2020-08-31,2020-09-01 7:45,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,coffee,1000.0,,-1.0
111,user05,2020-09-01,2020-09-02 10:20,2.0,9.0,4.0,2.0,3.0,3.0,2.0,1.0,coffee,1000.0,,-1.0
112,user05,2020-09-02,2020-09-03 7:40,4.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,coffee,1000.0,,-1.0
113,user05,2020-09-03,2020-09-04 7:45,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,coffee,500.0,,-1.0
114,user05,2020-09-04,2020-09-05 9:03,4.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,coffee,1000.0,not specified,300.0
115,user05,2020-09-05,2020-09-06 8:39,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,coffee,1000.0,,-1.0
116,user05,2020-09-06,2020-09-07 7:31,3.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,coffee,500.0,,-1.0
117,user05,2020-09-07,2020-09-08 7:46,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,coffee,1000.0,,-1.0
118,user05,2020-09-08,2020-09-09 7:48,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,coffee,1000.0,,-1.0
119,user05,2020-09-09,2020-09-10 8:07,3.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,coffee,1000.0,,-1.0
120,user05,2020-09-10,2020-09-11 7:47,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,coffee,1000.0,,-1.0
121,user05,2020-09-11,2020-09-12 9:20,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,coffee,1000.0,not specified,500.0
122,user05,2020-09-12,2020-09-13 10:36,4.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,coffee,1000.0,,-1.0
123,user05,2020-09-13,2020-09-14 7:34,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,coffee,300.0,,-1.0
124,user05,2020-09-14,2020-09-15 7:51,4.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,coffee,1000.0,,-1.0
125,user05,2020-09-15,2020-09-16 7:48,4.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,coffee,1000.0,,-1.0
126,user05,2020-09-16,2020-09-17 8:59,2.0,9.0,2.0,2.0,3.0,4.0,2.0,3.0,coffee,1500.0,,-1.0
127,user05,2020-09-17,2020-09-18 8:40,3.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,coffee,1000.0,,-1.0
128,user05,2020-09-18,2020-09-19 9:53,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,coffee,1000.0,,-1.0
129,user05,2020-09-19,2020-09-20 9:47,3.0,0.0,1.0,3.0,3.0,3.0,4.0,2.0,coffee,500.0,not specified,300.0
130,user05,2020-09-20,2020-09-21 7:30,3.0,0.0,4.0,3.0,3.0,3.0,4.0,4.0,coffee,1000.0,,-1.0
131,user05,2020-09-21,2020-09-22 8:53,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,1000.0,not specified,1000.0
132,user05,2020-09-22,2020-09-23 8:45,3.0,0.0,4.0,4.0,3.0,3.0,3.0,2.0,coffee,1000.0,,-1.0
133,user05,2020-09-23,2020-09-24 7:53,3.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,coffee,1000.0,not specified,500.0
134,user05,2020-09-24,2020-09-25 8:56,3.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,coffee,1000.0,,-1.0
135,user05,2020-09-25,2020-09-26 8:52,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,coffee,750.0,,-1.0
136,user05,2020-09-26,2020-09-27 7:31,3.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,,-1.0,,-1.0
137,user06,2020-09-11,2020-09-12 9:06,4.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,,-1.0,beer,500.0
138,user06,2020-09-12,2020-09-13 15:08,5.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
139,user06,2020-09-13,2020-09-14 9:39,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
140,user06,2020-09-14,2020-09-15 9:43,4.0,0.0,4.0,2.0,2.0,4.0,2.0,3.0,,-1.0,,-1.0
141,user06,2020-09-15,2020-09-16 9:14,3.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,coffee,150.0,,-1.0
142,user06,2020-09-16,2020-09-17 10:18,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,coke,200.0,,-1.0
143,user06,2020-09-17,2020-09-18 9:20,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,tea,200.0,,-1.0
144,user06,2020-09-18,2020-09-19 11:42,4.0,0.0,3.0,4.0,4.0,4.0,2.0,3.0,coke,250.0,,-1.0
145,user06,2020-09-19,2020-09-20 7:08,4.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,coke,500.0,,-1.0
146,user06,2020-09-20,2020-09-21 9:26,4.0,0.0,4.0,2.0,3.0,3.0,4.0,1.0,coke,250.0,,-1.0
147,user06,2020-09-21,2020-09-22 9:19,4.0,0.0,4.0,2.0,3.0,4.0,2.0,3.0,,-1.0,,-1.0
148,user06,2020-09-22,2020-09-23 7:45,4.0,0.0,4.0,2.0,3.0,3.0,2.0,3.0,coffee,400.0,,-1.0
149,user06,2020-09-23,2020-09-24 9:38,4.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,,-1.0,beer,500.0
150,user06,2020-09-24,2020-09-25 11:16,4.0,0.0,3.0,2.0,3.0,4.0,2.0,2.0,coffee,400.0,,-1.0
151,user06,2020-09-25,2020-09-26 11:01,4.0,0.0,4.0,4.0,4.0,4.0,3.0,2.0,coffee,400.0,,-1.0
152,user06,2020-09-26,2020-09-27 12:37,5.0,0.0,4.0,4.0,4.0,5.0,5.0,2.0,coffee,300.0,beer,330.0
153,user06,2020-09-27,2020-09-28 7:48,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,coffee,300.0,,-1.0
154,user06,2020-09-28,2020-09-29 11:35,3.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,,-1.0,,-1.0
155,user06,2020-09-29,2020-09-30 13:24,5.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,coffee,500.0,beer,600.0
156,user06,2020-09-30,2020-10-01 14:54,2.0,6.0,4.0,2.0,2.0,3.0,2.0,2.0,,-1.0,,-1.0
157,user06,2020-10-01,2020-10-02 8:34,3.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,,-1.0,soju,1000.0
158,user06,2020-10-02,2020-10-03 16:46,4.0,0.0,4.0,3.0,3.0,4.0,2.0,3.0,,-1.0,,-1.0
159,user06,2020-10-03,2020-10-04 12:03,4.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,,-1.0,,-1.0
160,user06,2020-10-04,2020-10-05 12:16,4.0,0.0,4.0,4.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
161,user06,2020-10-05,2020-10-06 11:37,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,,-1.0,,-1.0
162,user06,2020-10-06,2020-10-07 8:05,2.0,9.0,4.0,2.0,3.0,4.0,4.0,4.0,,-1.0,,-1.0
163,user06,2020-10-07,2020-10-08 8:24,3.0,0.0,4.0,2.0,2.0,5.0,2.0,3.0,coffee,250.0,,-1.0
164,user07,2020-08-31,2020-09-01 11:14,3.0,0.0,4.0,3.0,3.0,5.0,5.0,5.0,,-1.0,beer&rice wine,3000.0
165,user07,2020-09-01,2020-09-02 12:19,5.0,6.0,2.0,4.0,4.0,4.0,3.0,4.0,,-1.0,,-1.0
166,user07,2020-09-02,2020-09-03 7:39,2.0,7.0,1.0,3.0,2.0,3.0,2.0,3.0,,-1.0,,-1.0
167,user07,2020-09-03,2020-09-04 13:11,5.0,6.0,2.0,4.0,4.0,5.0,3.0,1.0,,-1.0,beer,3000.0
168,user07,2020-09-04,2020-09-05 11:52,2.0,6.0,2.0,2.0,3.0,5.0,5.0,4.0,,-1.0,wine,1500.0
169,user07,2020-09-05,2020-09-07 8:35,2.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,,-1.0,beer,3000.0
170,user07,2020-09-06,2020-09-07 8:25,1.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,,-1.0,soju&beer,4000.0
171,user07,2020-09-07,2020-09-08 5:45,3.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,,-1.0,beer,3500.0
172,user07,2020-09-08,2020-09-09 19:58,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,,-1.0,beer,1000.0
173,user07,2020-09-09,2020-09-10 6:42,1.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,,-1.0,,-1.0
174,user07,2020-09-10,2020-09-11 18:28,5.0,0.0,4.0,4.0,5.0,5.0,4.0,1.0,,-1.0,soju&beer,2000.0
175,user07,2020-09-11,2020-09-12 22:21,2.0,6.0,4.0,2.0,2.0,4.0,5.0,4.0,,-1.0,,-1.0
176,user07,2020-09-12,2020-09-15 2:11,3.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,,-1.0,beer,3500.0
177,user07,2020-09-13,2020-09-14 22:27,3.0,0.0,4.0,2.0,3.0,4.0,3.0,2.0,,-1.0,,-1.0
178,user07,2020-09-14,2020-09-15 23:18,1.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,,-1.0,rice wine,1500.0
179,user07,2020-09-15,2020-09-17 0:10,3.0,9.0,2.0,2.0,3.0,4.0,3.0,1.0,,-1.0,,-1.0
180,user07,2020-09-16,2020-09-18 10:23,5.0,0.0,4.0,5.0,5.0,3.0,2.0,1.0,,-1.0,,-1.0
181,user07,2020-09-18,2020-09-21 2:24,2.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,,-1.0,soju&beer,5000.0
182,user07,2020-09-20,2020-09-21 7:41,2.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,,-1.0,beer,4000.0
183,user07,2020-09-21,2020-09-22 23:22,3.0,0.0,4.0,2.0,2.0,3.0,3.0,1.0,,-1.0,,-1.0
184,user07,2020-09-22,2020-09-23 10:43,3.0,0.0,4.0,2.0,3.0,4.0,4.0,1.0,,-1.0,,-1.0
185,user07,2020-09-23,2020-09-24 7:04,1.0,0.0,4.0,2.0,3.0,4.0,3.0,2.0,,-1.0,beer,2000.0
186,user07,2020-09-24,2020-09-25 9:18,4.0,7.0,1.0,4.0,3.0,3.0,4.0,1.0,,-1.0,,-1.0
187,user07,2020-09-25,2020-09-26 8:35,1.0,9.0,4.0,1.0,3.0,4.0,5.0,2.0,,-1.0,beer,7000.0
188,user07,2020-09-26,2020-09-27 15:48,2.0,9.0,4.0,1.0,2.0,4.0,4.0,1.0,,-1.0,beer,2000.0
189,user08,2020-08-31,2020-09-01 6:56,5.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,,-1.0,beer,800.0
190,user08,2020-09-01,2020-09-02 7:03,4.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,,-1.0,beer,800.0
191,user08,2020-09-02,2020-09-03 7:32,4.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,,-1.0,,-1.0
192,user08,2020-09-03,2020-09-04 7:37,4.0,0.0,3.0,4.0,4.0,4.0,1.0,1.0,,-1.0,,-1.0
193,user08,2020-09-04,2020-09-05 21:39,4.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,,-1.0,beer,1000.0
194,user08,2020-09-05,2020-09-06 12:45,5.0,0.0,4.0,5.0,5.0,4.0,5.0,4.0,,-1.0,soju,800.0
195,user08,2020-09-06,2020-09-07 8:01,5.0,0.0,3.0,5.0,5.0,5.0,4.0,1.0,,-1.0,,-1.0
196,user08,2020-09-07,2020-09-08 9:15,5.0,0.0,2.0,3.0,4.0,5.0,2.0,1.0,,-1.0,,-1.0
197,user08,2020-09-08,2020-09-09 21:06,3.0,0.0,2.0,3.0,4.0,5.0,1.0,1.0,,-1.0,,-1.0
198,user08,2020-09-09,2020-09-10 7:20,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,-1.0,,-1.0
199,user08,2020-09-10,2020-09-11 23:02,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,,-1.0,,-1.0
200,user08,2020-09-11,2020-09-12 23:09,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,,-1.0,,-1.0
